美国频陆,#genre#
闽南戏剧4Gtv(800ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn22/index.m3u8?proxy=true
全球财经4Gtv(737ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live060/index.m3u8?proxy=true
tvbs欢乐4Gtv(485ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv068/index.m3u8?proxy=true
国际财经4Gtv(877ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv104/index.m3u8?proxy=true
tvbs精采4Gtv(606ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv067/index.m3u8?proxy=true
cnbc财经4Gtv(611ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live130/index.m3u8?proxy=true
tvbs综艺4Gtv(698ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live087/index.m3u8?proxy=true
八大综艺4Gtv(744ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv039/index.m3u8?proxy=true
靖天卡通4Gtv(500ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv044/index.m3u8?proxy=true
爱达娱乐4Gtv(847ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv070/index.m3u8?proxy=true
靖天电影4Gtv(401ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv061/index.m3u8?proxy=true
靖洋卡通4Gtv(761ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv057/index.m3u8?proxy=true
靖洋戏剧4Gtv(869ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv045/index.m3u8?proxy=true
靖天欢乐4Gtv(816ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv054/index.m3u8?proxy=true
靖天戏剧4Gtv(861ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv058/index.m3u8?proxy=true
靖天日本4Gtv(953ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv047/index.m3u8?proxy=true
八大精彩4Gtv(1391ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv034/index.m3u8?proxy=true
靖天映画4Gtv(932ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv055/index.m3u8?proxy=true
靖天综合4Gtv(1133ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv046/index.m3u8?proxy=true
靖天育乐4Gtv(881ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv062/index.m3u8?proxy=true
靖天国际4Gtv(1059ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv063/index.m3u8?proxy=true
靖天资讯4Gtv(936ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv065/index.m3u8?proxy=true
龙华偶像4Gtv(752ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn12/index.m3u8?proxy=true
龙华卡通4Gtv(814ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn01/index.m3u8?proxy=true
龙华电影4Gtv(646ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn03/index.m3u8?proxy=true
国会频贰4Gtv(490ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv085/index.m3u8?proxy=true
好消息壹4Gtv(513ms),http://xn--elt51t.azip.dpdns.org:5008/litv-ftv16/index.m3u8?proxy=true
龙华洋片4Gtv(825ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn02/index.m3u8?proxy=true
龙华日韩4Gtv(1261ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn11/index.m3u8?proxy=true
龙华戏剧4Gtv(941ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn18/index.m3u8?proxy=true
国会频壹4Gtv(902ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv084/index.m3u8?proxy=true
三立综合4Gtv(2401ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live207/index.m3u8?proxy=true
唐人亚太4Gtv(581ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live050/index.m3u8?proxy=true
龙华经典4Gtv(1240ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn21/index.m3u8?proxy=true
智林体育4Gtv(469ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv101/index.m3u8?proxy=true
博斯魅力4Gtv(590ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn04/index.m3u8?proxy=true
博高球贰4Gtv(449ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn06/index.m3u8?proxy=true
博斯网球4Gtv(477ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn09/index.m3u8?proxy=true
好消息贰4Gtv(928ms),http://xn--elt51t.azip.dpdns.org:5008/litv-ftv17/index.m3u8?proxy=true
人间卫视4Gtv(929ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live008/index.m3u8?proxy=true
博运动壹4Gtv(451ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn07/index.m3u8?proxy=true
博无限贰4Gtv(452ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn13/index.m3u8?proxy=true
博无限壹4Gtv(468ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn10/index.m3u8?proxy=true
博高球壹4Gtv(922ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn05/index.m3u8?proxy=true
亚洲旅游4Gtv(605ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv076/index.m3u8?proxy=true
猪哥亮厅4Gtv(608ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv006/index.m3u8?proxy=true
达文西台4Gtv(611ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv018/index.m3u8?proxy=true
博运动贰4Gtv(780ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn08/index.m3u8?proxy=true
ELta旅游4Gtv(615ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live120/index.m3u8?proxy=true
美国之音4Gtv(475ms),http://xn--elt51t.azip.dpdns.org:5008/litv-ftv03/index.m3u8?proxy=true
经典卡通4Gtv(611ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live022/index.m3u8?proxy=true
大爱贰高4Gtv(2152ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live106/index.m3u8?proxy=true
第壹商业4Gtv(615ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv109/index.m3u8?proxy=true
影迷纪实4Gtv(617ms),http://xn--elt51t.azip.dpdns.org:5008/litv-ftv15/index.m3u8?proxy=true
精选动漫4Gtv(614ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live024/index.m3u8?proxy=true
半岛新闻4Gtv(1064ms),http://xn--elt51t.azip.dpdns.org:5008/litv-ftv10/index.m3u8?proxy=true
戏剧壹台4Gtv(592ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live010/index.m3u8?proxy=true
经典电影4Gtv(1062ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live021/index.m3u8?proxy=true
滚动人生4Gtv(1675ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live012/index.m3u8?proxy=true
古典音乐4Gtv(614ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv059/index.m3u8?proxy=true
大爱壹高4Gtv(2908ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live007/index.m3u8?proxy=true
时尚运动4Gtv(755ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv014/index.m3u8?proxy=true
空间居家4Gtv(616ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live206/index.m3u8?proxy=true
客家电视4Gtv(894ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv043/index.m3u8?proxy=true
采昌影剧4Gtv(589ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv049/index.m3u8?proxy=true
阿里郎台4Gtv(2270ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv079/index.m3u8?proxy=true
互动英语4Gtv(903ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live030/index.m3u8?proxy=true
华仁纪实4Gtv(1103ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv013/index.m3u8?proxy=true
数位电影4Gtv(671ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv011/index.m3u8?proxy=true
欧洲电影4Gtv(543ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live157/index.m3u8?proxy=true
生活英语4Gtv(1013ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn20/index.m3u8?proxy=true
CINEMA-4Gtv(586ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live069/index.m3u8?proxy=true
霹雳布袋4Gtv(442ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live145/index.m3u8?proxy=true
MO-亲子4Gtv(366ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live107/index.m3u8?proxy=true
金光布袋4Gtv(479ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live144/index.m3u8?proxy=true
Amc电影4Gtv(890ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv017/index.m3u8?proxy=true
车迷体育4Gtv(848ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live201/index.m3u8?proxy=true
TRA体育4Gtv(996ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv077/index.m3u8?proxy=true
nick动漫4Gtv(651ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live032/index.m3u8?proxy=true
SMArt台4Gtv(753ms),http://xn--elt51t.azip.dpdns.org:5008/litv-longturn19/index.m3u8?proxy=true
非凡商业4Gtv(2594ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv048/index.m3u8?proxy=true
nick少儿4Gtv(727ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live105/index.m3u8?proxy=true
罪案侦查4Gtv(945ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live027/index.m3u8?proxy=true
DreamW4Gtv(749ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live017/index.m3u8?proxy=true
magellan4Gtv(368ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live123/index.m3u8?proxy=true
LUXE-TV4Gtv(691ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live121/index.m3u8?proxy=true
rock电影4Gtv(834ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live138/index.m3u8?proxy=true
rock娱乐4Gtv(909ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live080/index.m3u8?proxy=true
韩国娱乐4Gtv(407ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv016/index.m3u8?proxy=true
MTVLive4Gtv(684ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live025/index.m3u8?proxy=true
电影原声4Gtv(873ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live031/index.m3u8?proxy=true
LifeTime4Gtv(903ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live029/index.m3u8?proxy=true
FUN娱乐4Gtv(739ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live011/index.m3u8?proxy=true
INULTRa4Gtv(1040ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live096/index.m3u8?proxy=true
GINX_TV4Gtv(407ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv053/index.m3u8?proxy=true
GLOBAL4Gtv(825ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live112/index.m3u8?proxy=true
TV5mon4Gtv(809ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live122/index.m3u8?proxy=true
FRANCE4Gtv(569ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live146/index.m3u8?proxy=true
国家地理4Gtv(429ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live208/index.m3u8?proxy=true
BLoomb4Gtv(757ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live059/index.m3u8?proxy=true
东森购壹4Gtv(282ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv102/index.m3u8?proxy=true
东森购壹4Gtv(444ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live047/index.m3u8?proxy=true
TRACEU4Gtv(860ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv082/index.m3u8?proxy=true
历史频道4Gtv(762ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live026/index.m3u8?proxy=true
东森购贰4Gtv(452ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live046/index.m3u8?proxy=true
HItS电影4Gtv(1808ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live620/index.m3u8?proxy=true
DW-之声4Gtv(840ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live071/index.m3u8?proxy=true
东森购壹4Gtv(604ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv102/index.m3u8?proxy=true
MEZZOl4Gtv(1105ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv083/index.m3u8?proxy=true
东森购叁4Gtv(481ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live048/index.m3u8?proxy=true
东森购五4Gtv(541ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-live049/index.m3u8?proxy=true
中天新闻4Gtv(485ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv009/index.m3u8?proxy=true
东森购贰4Gtv(771ms),http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv103/index.m3u8?proxy=true
东森购贰4Gtv(621ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv103/index.m3u8?proxy=true
寰宇新闻4Gtv(329ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn14/index.m3u8?proxy=true
东森新闻4Gtv(394ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv152/index.m3u8?proxy=true
tvbs新闻4Gtv(395ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv072/index.m3u8?proxy=true
中天新闻4Gtv(657ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv009/index.m3u8?proxy=true
华视新闻4Gtv(273ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv052/index.m3u8?proxy=true
台视新闻4Gtv(264ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv051/index.m3u8?proxy=true
中视闽南4Gtv(261ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv040/index.m3u8?proxy=true
华视闽南4Gtv(242ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv041/index.m3u8?proxy=true
民视新闻4Gtv(563ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv13/index.m3u8?proxy=true
华视新闻4Gtv(478ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv052/index.m3u8?proxy=true
中视新闻4Gtv(568ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv074/index.m3u8?proxy=true
tvbs闽南4Gtv(262ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv073/index.m3u8?proxy=true
寰宇闽南4Gtv(368ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv156/index.m3u8?proxy=true
民视第一4Gtv(264ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv003/index.m3u8?proxy=true
华视闽南4Gtv(480ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv041/index.m3u8?proxy=true
中视闽南4Gtv(555ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv040/index.m3u8?proxy=true
中视新闻4Gtv(774ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv074/index.m3u8?proxy=true
民视影剧4Gtv(330ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv09/index.m3u8?proxy=true
台视闽南4Gtv(583ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv066/index.m3u8?proxy=true
民视综艺4Gtv(262ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv004/index.m3u8?proxy=true
中视经典4Gtv(241ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv080/index.m3u8?proxy=true
中视菁采4Gtv(247ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv064/index.m3u8?proxy=true
闽南戏剧4Gtv(259ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn22/index.m3u8?proxy=true
寰宇新闻4Gtv(1115ms),http://xn--elt51t.azip.dpdns.org:5008/of-litv-longturn14/index.m3u8?proxy=true
国际财经4Gtv(264ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv104/index.m3u8?proxy=true
寰宇财经4Gtv(251ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv158/index.m3u8?proxy=true
民视台湾4Gtv(651ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv001/index.m3u8?proxy=true
民视旅游4Gtv(636ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv07/index.m3u8?proxy=true
tvbs精采4Gtv(282ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv067/index.m3u8?proxy=true
tvbs欢乐4Gtv(270ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv068/index.m3u8?proxy=true
八大综艺4Gtv(270ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv039/index.m3u8?proxy=true
靖天卡通4Gtv(269ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv044/index.m3u8?proxy=true
东森财经4Gtv(579ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv153/index.m3u8?proxy=true
寰宇财经4Gtv(472ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv158/index.m3u8?proxy=true
靖洋戏剧4Gtv(351ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv045/index.m3u8?proxy=true
寰宇闽南4Gtv(984ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv156/index.m3u8?proxy=true
靖天日本4Gtv(263ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv047/index.m3u8?proxy=true
靖天综合4Gtv(354ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv046/index.m3u8?proxy=true
公视戏剧4Gtv(773ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv042/index.m3u8?proxy=true
靖天映画4Gtv(366ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv055/index.m3u8?proxy=true
靖洋卡通4Gtv(568ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv057/index.m3u8?proxy=true
靖天资讯4Gtv(250ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv065/index.m3u8?proxy=true
爱达娱乐4Gtv(617ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv070/index.m3u8?proxy=true
靖天电影4Gtv(335ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv061/index.m3u8?proxy=true
靖天国际4Gtv(329ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv063/index.m3u8?proxy=true
龙华电影4Gtv(269ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn03/index.m3u8?proxy=true
靖天戏剧4Gtv(575ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv058/index.m3u8?proxy=true
龙华经典4Gtv(288ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn21/index.m3u8?proxy=true
龙华戏剧4Gtv(342ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn18/index.m3u8?proxy=true
龙华卡通4Gtv(629ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn01/index.m3u8?proxy=true
龙华日韩4Gtv(691ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn11/index.m3u8?proxy=true
国会频贰4Gtv(423ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv085/index.m3u8?proxy=true
靖天育乐4Gtv(770ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv062/index.m3u8?proxy=true
龙华偶像4Gtv(689ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn12/index.m3u8?proxy=true
龙华洋片4Gtv(696ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn02/index.m3u8?proxy=true
国会频壹4Gtv(587ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv084/index.m3u8?proxy=true
国会频贰4Gtv(527ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv085/index.m3u8?proxy=true
国会频壹4Gtv(683ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv084/index.m3u8?proxy=true
八大精彩4Gtv(1391ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv034/index.m3u8?proxy=true
阿里郎台4Gtv(258ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv079/index.m3u8?proxy=true
智林体育4Gtv(348ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv101/index.m3u8?proxy=true
美国之音4Gtv(286ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv03/index.m3u8?proxy=true
好消息壹4Gtv(814ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv16/index.m3u8?proxy=true
好消息贰4Gtv(578ms),http://xn--elt51t.azip.dpdns.org:5008/of-litv-ftv17/index.m3u8?proxy=true
影迷纪实4Gtv(359ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv15/index.m3u8?proxy=true
猪哥亮厅4Gtv(557ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv006/index.m3u8?proxy=true
达文西台4Gtv(567ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv018/index.m3u8?proxy=true
古典音乐4Gtv(377ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv059/index.m3u8?proxy=true
华仁纪实4Gtv(259ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv013/index.m3u8?proxy=true
亚洲旅游4Gtv(463ms),http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv076/index.m3u8?proxy=true
亚洲旅游4Gtv(580ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv076/index.m3u8?proxy=true
生活英语4Gtv(279ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn20/index.m3u8?proxy=true
时尚运动4Gtv(365ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv014/index.m3u8?proxy=true
TRA体育4Gtv(289ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv077/index.m3u8?proxy=true
SMArt台4Gtv(282ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn19/index.m3u8?proxy=true
好消息贰4Gtv(1182ms),http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv17/index.m3u8?proxy=true
生活英语4Gtv(540ms),http://xn--elt51t.azip.dpdns.org:5008/of-litv-longturn20/index.m3u8?proxy=true
采昌影剧4Gtv(582ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv049/index.m3u8?proxy=true
TRACEU4Gtv(582ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv082/index.m3u8?proxy=true
MEZZOl4Gtv(575ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv083/index.m3u8?proxy=true
GINX_TV4Gtv(572ms),http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv053/index.m3u8?proxy=true
好消息壹4Gtv(1587ms),http://xn--elt51t.azip.dpdns.org:5008/of-litv-ftv16/index.m3u8?proxy=true
闽新闻大白话(3621ms),http://xn--elt51t.azip.dpdns.org:5008/ofiii202/index.m3u8?proxy=true
闽寰宇全视界(3835ms),http://xn--elt51t.azip.dpdns.org:5008/ofiii204/index.m3u8?proxy=true
文茜世界周报(3854ms),http://xn--elt51t.azip.dpdns.org:5008/ofiii203/index.m3u8?proxy=true
大新闻大爆卦(3958ms),http://xn--elt51t.azip.dpdns.org:5008/ofiii201/index.m3u8?proxy=true
文茜财经周报(4141ms),http://xn--elt51t.azip.dpdns.org:5008/ofiii205/index.m3u8?proxy=true
闽南国民大会(4074ms),http://xn--elt51t.azip.dpdns.org:5008/ofiii208/index.m3u8?proxy=true
闽环球大战线(4215ms),http://xn--elt51t.azip.dpdns.org:5008/ofiii206/index.m3u8?proxy=true
闽少康战情室(4115ms),http://xn--elt51t.azip.dpdns.org:5008/ofiii207/index.m3u8?proxy=true
唐探1900-国高(603ms),https://svip.high21-playback.com/20250430/42755_cc803404/index.m3u8
破地狱-HD粤语(576ms),https://svip.high21-playback.com/20250405/42418_ce50eb44/index.m3u8
破地狱-HD国语(522ms),https://svip.high21-playback.com/20250405/42417_d1647f26/index.m3u8
哪吒2闹海修复(659ms),https://c1.7bbffvip.com/video/nazhazhimotongnaohai/修复版/index.m3u8
哪吒1魔童降世(966ms),https://vip.ffzy-play7.com/20221111/3098_4ec0b2e9/index.m3u8
美国队长4Ts中(622ms),https://cdn7.ryplay7.com/20250217/10692_fbe18652/index.m3u8
峡谷2025HD中(536ms),https://cdn7.ryplay7.com/20250215/10678_9c49fdd1/index.m3u8
死待与金刚狼H(682ms),https://svip.high21-playback.com/20241103/39766_5615a4fa/index.m3u8
神偷奶爸4国语(608ms),https://svip.high21-playback.com/20241018/39470_042b09a4/index.m3u8
无线翡翠高清(178ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.121:11111
无线翡翠标清(73ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.1:11111
无线明珠高清(79ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.123:11111
凤凰卫视标清(38ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.3:11111
危机航线-HD国(520ms),https://svip.high21-playback.com/20241129/40285_ed081458/index.m3u8
无线明珠标清(97ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.2:11111
澳亚卫视高清(52ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.12:11111
星空卫视标清(62ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.13:11111
广东民生标清(48ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.4:11111
广东珠江高清(90ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.23:11111
广东新闻标清(64ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.5:11111
广东湾区标清(52ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.7:11111
广东影视标清(64ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.11:11111
广东体育高清(109ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.34:11111
广东少儿标清(59ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.9:11111
广东经济标清(58ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.6:11111
广东戏曲标清(49ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.120:11111
广州新闻高清(86ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.38:11111
广州综合高清(96ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.36:11111
广州法治高清(98ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.17:11111
CCTV-01高清(66ms),http://qjrhc.jydjd.top:2911/udp/224.1.100.90:11111
